Reference_DB_ID,Organism_Meta_Data,Organism_List,ca01_ra,ca04_ra,ca05_ra,ca07_ra,ca10_ra,ca14_ra,ca15_ra,ca18_ra,ca21_ra,ca22_ra,ca23_ra,cb01_ra,cb04_ra,cb05_ra,cb07_ra,cb10_ra,cb14_ra,cb15_ra,cb18_ra,cb21_ra,cb22_ra,pa03_ra,pa04_ra,pa05_ra,pa06_ra,pa08_ra,pa10_ra,pa11_ra,pa18_ra,pa19_ra,pa22_ra,pa23_ra,pa28_ra,pb03_ra,pb04_ra,pb05_ra,pb06_ra,pb08_ra,pb10_ra,pb11_ra,pb18_ra,pb19_ra,pb22_ra,pb23_ra,pb28_ra,,,,,,,,,,
85,ATCC_8482_complete_genome,Bacteroides_vulgatus_CP000139.1,0.00245,0.01752,0.01007,0.01261,0.03597,0.00258,0.00258,0.00938,0.00781,0.00205,0.00187,0.00555,0.02275,0.02068,0.01759,0.01996,0.02625,0.00180,0.01630,0.01128,0.00591,0.01942,0.00349,0.02722,0.00133,0.00142,0.01618,0.00007,0.00258,0.02163,0.00300,0.02036,0.00717,0.02162,0.00144,0.00982,0.00158,0.00213,0.01390,0.00006,0.00229,0.02825,0.03282,0.01694,0.01713,,,,,,,,,,
92,DSM_17242_complete_genome,Alistipes_finegoldii_CP003274.1,0.00230,0.00825,0.01698,0.01659,0.00674,0.00182,0.00182,0.00882,0.00381,0.00409,0.00525,0.00222,0.01809,0.00119,0.03235,0.00066,0.00528,0.00114,0.04071,0.00171,0.00299,0.01733,0.00729,0.00084,0.00090,0.00134,0.01808,0.03002,0.00196,0.05149,0.06524,0.03549,0.00477,0.01171,0.02262,0.00475,0.00090,0.13704,0.01917,0.00765,0.02276,0.03940,0.00030,0.01735,0.03013,,,,,,,,,,
138,V10Sc8a_draft_genome,Eubacterium_siraeum_FP929059.1,0.00206,0.00130,0.00512,0.00417,0.00170,0.00060,0.00060,0.00105,0.00216,0.00226,0.00228,0.00213,0.00842,0.00140,0.00536,0.00224,0.09612,0.00166,0.00181,0.00211,0.05119,0.00173,0.00052,0.00230,0.00044,0.00189,0.00452,0.00235,0.00126,0.00147,0.00294,0.00234,0.00161,0.00083,0.00130,0.00131,0.00014,0.00125,0.00161,0.00072,0.01394,0.00757,0.00058,0.00110,0.00773,,,,,,,,,,
107,CCUG_44730_chromosome_complete_genome,Victivallales_bacterium_CP027227.1,0.00204,0.00274,0.00152,0.00413,0.00056,0.00036,0.00036,0.00000,0.00008,0.00002,0.00002,0.00847,0.00269,0.00018,0.00465,0.00017,0.00053,0.00000,0.00000,0.00017,0.00008,0.00003,0.00000,0.00032,0.00000,0.00003,0.02614,0.00000,0.00000,0.00006,0.00002,0.00048,0.00000,0.00002,0.00001,0.00108,0.00000,0.00610,0.00121,0.00000,0.00001,0.00373,0.00000,0.00014,0.00000,,,,,,,,,,
172,YCH46_DNA_complete_genome,Bacteroides_fragilis_AP006841.1,0.00202,0.00060,0.00112,0.00363,0.00122,0.00063,0.00063,0.00306,0.00097,0.00079,0.00086,0.00044,0.00449,0.00023,0.00318,0.00143,0.00282,0.00020,0.01063,0.00075,0.00124,0.03215,0.01617,0.00157,0.00058,0.01478,0.00128,0.02583,0.08337,0.00095,0.02280,0.01441,0.00134,0.02375,0.01286,0.00138,0.00092,0.04400,0.00126,0.07419,0.05359,0.00165,0.00987,0.01076,0.00159,,,,,,,,,,
137,subsp_longum_F8_draft_genome,Bifidobacterium_longum_FP929034.1,0.00191,0.00082,0.00455,0.00150,0.00025,0.00027,0.00027,0.00266,0.00618,0.00516,0.00620,0.00184,0.00099,0.00029,0.00085,0.00134,0.00035,0.00103,0.00020,0.00681,0.00336,0.00233,0.00581,0.00043,0.00099,0.00007,0.00339,0.00610,0.01123,0.00583,0.00188,0.00109,0.00389,0.00812,0.00003,0.00003,0.00126,0.00048,0.00002,0.00446,0.00016,0.00032,0.00015,0.00001,0.00061,,,,,,,,,,
72,Aus0085_complete_genome,Enterococcus_faecium_CP006620.1,0.00183,0.00010,0.00006,0.00006,0.00010,0.00001,0.00001,0.00009,0.00017,0.00043,0.00036,0.00008,0.00023,0.00002,0.00007,0.00011,0.00004,0.00003,0.00015,0.00017,0.00049,0.00023,0.00021,0.00335,0.00011,0.00019,0.00012,0.00009,0.00007,0.00003,0.00012,0.00006,0.00004,0.00034,0.00096,0.00010,0.00009,0.00004,0.00018,0.00002,0.00005,0.00004,0.00005,0.00001,0.00004,,,,,,,,,,
182,subsp_infantis_ATCC_15697_complete_genome,Bifidobacterium_longum_CP001095.1,0.00178,0.00082,0.00281,0.00083,0.00035,0.00035,0.00035,0.00416,0.00409,0.00371,0.00400,0.00180,0.00065,0.00023,0.00050,0.00154,0.00029,0.00145,0.00039,0.00493,0.00233,0.00139,0.01255,0.00050,0.04447,0.00175,0.00164,0.00321,0.01318,0.00240,0.00121,0.00073,0.00269,0.00497,0.00003,0.00002,0.00118,0.00027,0.00007,0.00243,0.00006,0.00057,0.00016,0.00000,0.00032,,,,,,,,,,
95,L2-63_draft_genome,Ruminococcus_bromii_FP929051.1,0.00165,0.06526,0.08355,0.00231,0.03036,0.01674,0.01674,0.00042,0.01801,0.00442,0.00348,0.07373,0.05317,0.04994,0.00252,0.02383,0.01406,0.15959,0.00095,0.04424,0.00576,0.00698,0.00060,0.04445,0.00084,0.04088,0.04050,0.00113,0.00038,0.08106,0.07823,0.10811,0.00080,0.00119,0.00187,0.00123,0.00027,0.02653,0.00064,0.00049,0.00275,0.00691,0.00026,0.00204,0.00144,,,,,,,,,,
122,XB6B4_draft_genome,Roseburia_intestinalis_FP929050.1,0.00155,0.03090,0.00555,0.00626,0.03119,0.00396,0.00396,0.02663,0.00762,0.00294,0.00256,0.00115,0.03552,0.00390,0.00575,0.00196,0.00713,0.00552,0.00951,0.00236,0.00477,0.00448,0.00100,0.00516,0.00083,0.00245,0.00139,0.00931,0.00093,0.00357,0.00297,0.00371,0.00149,0.00111,0.00143,0.00443,0.00072,0.00153,0.00097,0.00244,0.00483,0.00755,0.00681,0.00217,0.00212,,,,,,,,,,
146,VPI-5482_complete_genome,Bacteroides_thetaiotaomicron_AE015928.1,0.00147,0.00149,0.00348,0.00978,0.00438,0.00042,0.00042,0.00165,0.00137,0.00084,0.00071,0.00236,0.00146,0.00123,0.00940,0.00535,0.00525,0.00011,0.00352,0.00144,0.00134,0.00339,0.00170,0.00160,0.00055,0.00017,0.00244,0.11618,0.00137,0.00056,0.00093,0.00150,0.01070,0.00401,0.00174,0.00450,0.00049,0.00071,0.00108,0.05424,0.00099,0.00086,0.00062,0.00540,0.00906,,,,,,,,,,
177,strain_I48_chromosome_complete_genome,Bacteroides_caecimuris_CP015401.2,0.00144,0.00092,0.00281,0.00554,0.00367,0.00042,0.00042,0.00382,0.00098,0.00238,0.00220,0.00108,0.00142,0.00079,0.00631,0.00504,0.00163,0.00016,0.00974,0.00100,0.00309,0.00522,0.00210,0.00168,0.00282,0.00117,0.00350,0.00352,0.01331,0.00170,0.00216,0.00312,0.00760,0.00657,0.00308,0.00424,0.00395,0.00482,0.00612,0.00238,0.01015,0.00244,0.01043,0.01051,0.00835,,,,,,,,,,
120,K10_draft_genome,Clostridium_saccharolyticum-like_FP929037.1,0.00137,0.00180,0.00221,0.00551,0.00106,0.00086,0.00086,0.00116,0.00627,0.00327,0.00359,0.00123,0.00184,0.00067,0.00419,0.00122,0.00189,0.00226,0.00131,0.00317,0.00424,0.00452,0.00092,0.00177,0.00074,0.00389,0.00135,0.00269,0.00955,0.00204,0.00246,0.00193,0.00079,0.00472,0.00347,0.00187,0.00023,0.00210,0.00308,0.00101,0.00092,0.00369,0.00059,0.00037,0.00096,,,,,,,,,,
63,DSM_19450_DNA_complete_genome,Adlercreutzia_equolifaciens_AP013105.1,0.00121,0.00334,0.00491,0.00791,0.00109,0.00128,0.00128,0.00135,0.00262,0.00538,0.00492,0.00123,0.00202,0.00145,0.00618,0.00153,0.00350,0.00572,0.00133,0.00367,0.00355,0.00003,0.00009,0.00345,0.00000,0.00014,0.00276,0.00206,0.00333,0.00286,0.00149,0.00399,0.00020,0.00013,0.00310,0.00205,0.00002,0.00073,0.00090,0.00809,0.04140,0.00200,0.00136,0.00068,0.00086,,,,,,,,,,
62,ATCC_33656_chromosome_complete_genome, Eubacterium _rectale_CP001107.1,0.00109,0.01849,0.01202,0.00675,0.00736,0.01840,0.01840,0.03617,0.03520,0.01263,0.00782,0.00286,0.03426,0.04426,0.01394,0.02422,0.03978,0.05800,0.00250,0.03322,0.01141,0.00254,0.00052,0.03934,0.00027,0.01674,0.00347,0.00692,0.00123,0.01182,0.03822,0.00335,0.00339,0.00078,0.00085,0.00252,0.00006,0.01011,0.00072,0.00128,0.00107,0.00473,0.00226,0.00059,0.00118,,,,,,,,,,
37,strain_6409_complete_genome,Escherichia_coli_CP010371.1,0.00108,0.00001,0.00002,0.00000,0.00000,0.00016,0.00016,0.00000,0.00004,0.00001,0.00002,0.00129,0.00001,0.00115,0.00000,0.00000,0.00003,0.00007,0.00000,0.00000,0.00015,0.00166,0.01746,0.00056,0.00000,0.00001,0.00000,0.00030,0.00002,0.00001,0.00040,0.00101,0.00007,0.00004,0.00562,0.00012,0.00023,0.00030,0.00004,0.00089,0.00135,0.02979,0.00063,0.00147,0.00134,,,,,,,,,,
150,DJO10A_complete_genome,Bifidobacterium_longum_CP000605.1,0.00107,0.00024,0.00254,0.00075,0.00010,0.00013,0.00013,0.00482,0.00345,0.00235,0.00287,0.00098,0.00046,0.00009,0.00045,0.00091,0.00018,0.00042,0.00011,0.00399,0.00130,0.00133,0.00750,0.00018,0.00075,0.00006,0.00161,0.00352,0.01531,0.00261,0.00132,0.00063,0.00262,0.00488,0.00001,0.00001,0.00072,0.00027,0.00000,0.00255,0.00007,0.00014,0.00009,0.00000,0.00046,,,,,,,,,,
132,JCM_15439_=_DSM_21854_DNA_completegenome,Bifidobacterium_kashiwanohense_AP012327.1,0.00106,0.00076,0.01442,0.00015,0.00028,0.00020,0.00020,0.04351,0.00121,0.01880,0.01907,0.00167,0.00031,0.00231,0.00010,0.01034,0.00011,0.00136,0.01069,0.00090,0.00549,0.00030,0.00063,0.00800,0.00025,0.00138,0.00166,0.00032,0.00103,0.00910,0.03562,0.00481,0.01422,0.00041,0.00001,0.00003,0.00006,0.00135,0.00030,0.00018,0.00001,0.00103,0.00001,0.00001,0.00062,,,,,,,,,,
58,LF82_chromosome_complete_sequence,Escherichia_coli_CU651637.1,0.00098,0.00000,0.00018,0.00000,0.00000,0.00000,0.00000,0.00001,0.00003,0.00003,0.00001,0.00011,0.00002,0.00001,0.00000,0.00001,0.00002,0.00000,0.00001,0.00000,0.00014,0.00003,0.00296,0.03808,0.00001,0.00003,0.00002,0.00280,0.00002,0.00000,0.00025,0.00284,0.00087,0.00005,0.00091,0.00737,0.00154,0.00859,0.00105,0.08005,0.00145,0.00037,0.00047,0.00441,0.01637,,,,,,,,,,
83,PRL2010_complete_genome,Bifidobacterium_bifidum_CP001840.1,0.00096,0.00003,0.00010,0.00006,0.00001,0.00001,0.00001,0.00019,0.00672,0.00064,0.00072,0.00047,0.00002,0.00002,0.00009,0.00002,0.00081,0.00002,0.00011,0.00692,0.00077,0.01297,0.00013,0.00009,0.00018,0.00890,0.00576,0.00009,0.00047,0.00574,0.00564,0.00031,0.00684,0.00985,0.00001,0.00001,0.00000,0.00306,0.00001,0.00005,0.00002,0.00190,0.00000,0.00001,0.00006,,,,,,,,,,
171,638R_genome,Bacteroides_fragilis_FQ312004.1,0.00087,0.00060,0.00129,0.00213,0.00162,0.00049,0.00049,0.00090,0.00144,0.00070,0.00068,0.00054,0.00229,0.00032,0.00183,0.00232,0.00259,0.00016,0.00326,0.00108,0.00134,0.01564,0.00647,0.00132,0.00482,0.00728,0.00117,0.02016,0.02293,0.00060,0.01028,0.00691,0.00689,0.01323,0.00615,0.00154,0.00521,0.01184,0.00178,0.04378,0.01244,0.00096,0.00565,0.01063,0.00331,,,,,,,,,,
4,T2-87_draft_genome,Eubacterium_cylindroides_FP929041.1,0.00085,0.00290,0.00656,0.00437,0.00470,0.00112,0.00112,0.00284,0.00362,0.00395,0.00366,0.00091,0.00431,0.00208,0.00585,0.00447,0.00137,0.00480,0.00311,0.00297,0.00754,0.00605,0.00146,0.00409,0.00156,0.00480,0.00127,0.00334,0.00112,0.00709,0.00433,0.00282,0.00227,0.00372,0.00237,0.00427,0.00024,0.00252,0.00195,0.00138,0.00144,0.02152,0.00080,0.00122,0.00275,,,,,,,,,,
31,UTI89_complete_genome,Escherichia_coli_CP000243.1,0.00079,0.00000,0.00006,0.00000,0.00001,0.00000,0.00000,0.00002,0.00002,0.00003,0.00021,0.00009,0.00002,0.00004,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00007,0.00002,0.00295,0.01656,0.00001,0.00001,0.00001,0.00187,0.00118,0.00001,0.00027,0.17836,0.00051,0.00006,0.00050,0.00305,0.00176,0.00449,0.00039,0.04152,0.10918,0.00036,0.00058,0.29023,0.00610,,,,,,,,,,
108,M50/1_draft_genome,Roseburia_intestinalis_FP929049.1,0.00073,0.01884,0.00486,0.00742,0.01142,0.00152,0.00152,0.00618,0.00245,0.00158,0.00133,0.00059,0.01542,0.00517,0.00589,0.00298,0.00315,0.00657,0.00342,0.00197,0.00477,0.00258,0.00052,0.00514,0.00028,0.00160,0.00114,0.00544,0.00051,0.00310,0.00320,0.00500,0.00101,0.00109,0.00194,0.00268,0.00058,0.00200,0.00063,0.00089,0.00215,0.00242,0.00145,0.00092,0.00131,,,,,,,,,,
40,BJ08_chromosome_complete_genome,Clostridioides_difficile_CP003939.1,0.00070,0.00045,0.00063,0.00098,0.00037,0.00017,0.00017,0.00042,0.00068,0.00129,0.00138,0.00054,0.00056,0.00013,0.00125,0.00047,0.00044,0.00051,0.00046,0.00043,0.00230,0.00088,0.00022,0.00115,0.00009,0.00114,0.00028,0.00037,0.00025,0.00034,0.00072,0.00031,0.00022,0.00070,0.00091,0.00039,0.00013,0.00035,0.00036,0.00019,0.00041,0.00036,0.00016,0.00007,0.00031,,,,,,,,,,
149,NCC2705_complete_genome,Bifidobacterium_longum_AE014295.3,0.00068,0.00038,0.00151,0.00038,0.00015,0.00009,0.00009,0.00165,0.00255,0.00180,0.00214,0.00047,0.00030,0.00004,0.00024,0.00070,0.00017,0.00030,0.00015,0.00274,0.00122,0.00079,0.00355,0.00029,0.00061,0.00012,0.00092,0.00188,0.00559,0.00221,0.00071,0.00045,0.00149,0.00272,0.00004,0.00002,0.00036,0.00008,0.00000,0.00145,0.00004,0.00009,0.00004,0.00000,0.00023,,,,,,,,,,
126,PV20-2_complete_genome,Bifidobacterium_kashiwanohense_CP007456.1,0.00067,0.00070,0.00531,0.00014,0.00035,0.00013,0.00013,0.05020,0.00082,0.00693,0.00679,0.00099,0.00025,0.00083,0.00010,0.01367,0.00008,0.00083,0.01248,0.00085,0.00244,0.00028,0.00017,0.00258,0.00038,0.00073,0.00139,0.00153,0.00025,0.01042,0.01167,0.00150,0.01804,0.00041,0.00006,0.00007,0.00000,0.00180,0.00045,0.00072,0.00001,0.00122,0.00001,0.00001,0.00080,,,,,,,,,,
125,SM4/1_draft_genome,Clostridiales_sp._FP929060.1,0.00066,0.00080,0.00250,0.00207,0.00068,0.00032,0.00032,0.00092,0.00211,0.00154,0.00161,0.00053,0.00094,0.00080,0.00191,0.00064,0.00068,0.00077,0.00122,0.00110,0.00220,0.00137,0.00042,0.00115,0.00031,0.00098,0.00040,0.00122,0.00473,0.00127,0.00133,0.00090,0.00080,0.00173,0.00187,0.00101,0.00012,0.00029,0.00043,0.00038,0.00053,0.00203,0.00025,0.00017,0.00074,,,,,,,,,,
82,S17_complete_genome,Bifidobacterium_bifidum_CP002220.1,0.00062,0.00001,0.00005,0.00000,0.00000,0.00001,0.00001,0.00017,0.00541,0.00008,0.00009,0.00027,0.00000,0.00001,0.00000,0.00002,0.00065,0.00001,0.00005,0.00570,0.00008,0.00977,0.00000,0.00002,0.00003,0.00639,0.00338,0.00007,0.00001,0.00447,0.00401,0.00001,0.00436,0.00799,0.00000,0.00001,0.00000,0.00196,0.00001,0.00003,0.00000,0.00140,0.00000,0.00000,0.00000,,,,,,,,,,
29,strain_BL21_(TaKaRa)_complete_genome,Escherichia_coli_CP010816.1,0.00062,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00065,0.00001,0.00003,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00008,0.00014,0.01858,0.00020,0.00000,0.00000,0.00000,0.00012,0.00000,0.00000,0.00008,0.00053,0.00001,0.00002,0.00170,0.00004,0.00006,0.00005,0.00004,0.00043,0.00029,0.00481,0.00015,0.00086,0.00058,,,,,,,,,,
76,DNA_complete_genome_strain:_105-A,Bifidobacterium_longum_AP014658.1,0.00061,0.00033,0.00154,0.00036,0.00009,0.00011,0.00011,0.00123,0.00144,0.00132,0.00144,0.00093,0.00025,0.00017,0.00030,0.00045,0.00021,0.00064,0.00007,0.00181,0.00099,0.00058,0.00125,0.00017,0.00016,0.00001,0.00071,0.00115,0.00436,0.00171,0.00112,0.00045,0.00095,0.00156,0.00001,0.00000,0.00043,0.00017,0.00001,0.00059,0.00010,0.00010,0.00004,0.00000,0.00023,,,,,,,,,,
36,P12b_complete_genome,Escherichia_coli_CP002291.1,0.00060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00001,0.00059,0.00002,0.00276,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00019,0.00782,0.00038,0.00000,0.00000,0.00000,0.00013,0.00001,0.00000,0.00013,0.00042,0.00002,0.00002,0.00172,0.00006,0.00028,0.00023,0.00009,0.00058,0.00028,0.00831,0.00035,0.00068,0.00048,,,,,,,,,,
43,DSM_20583_chromosome_complete_genome,Blautia_hansenii_CP022413.2,0.00058,0.00174,0.00197,0.00248,0.00153,0.00063,0.00063,0.00107,0.00166,0.00129,0.00120,0.00070,0.00172,0.00082,0.00244,0.00210,0.00213,0.00263,0.00119,0.00120,0.00184,0.00325,0.00198,0.01609,0.00057,0.00125,0.00074,0.01087,0.00078,0.00137,0.00161,0.00199,0.00055,0.00248,0.03521,0.00099,0.00230,0.00071,0.00239,0.00381,0.00051,0.00116,0.00094,0.00029,0.00078,,,,,,,,,,
128,M104/1_draft_genome,Eubacterium_rectale_FP929043.1,0.00054,0.01092,0.01064,0.00487,0.00634,0.01223,0.01223,0.02571,0.02118,0.00908,0.00540,0.00157,0.02026,0.02272,0.01093,0.01956,0.01638,0.04261,0.00228,0.01965,0.00895,0.00146,0.00044,0.02590,0.00006,0.01339,0.00272,0.00517,0.00081,0.01065,0.02491,0.00135,0.00257,0.00042,0.00048,0.00144,0.00003,0.00879,0.00061,0.00107,0.00028,0.00435,0.00200,0.00030,0.00086,,,,,,,,,,
161,DSM_18177_complete_genome,Barnesiella_viscericola_CP007034.1,0.00053,0.00049,0.00070,0.00144,0.00089,0.00011,0.00011,0.00012,0.00094,0.00112,0.00090,0.00048,0.00073,0.00011,0.00205,0.00079,0.00054,0.00002,0.00043,0.00062,0.00199,0.00090,0.00020,0.00022,0.00113,0.00023,0.00084,0.00030,0.00028,0.00045,0.00109,0.00073,0.00038,0.00085,0.00052,0.00070,0.00143,0.00034,0.00088,0.00011,0.00023,0.00066,0.00018,0.00035,0.00107,,,,,,,,,,
35,SE15_DNA_complete_genome,Escherichia_coli_AP009378.1,0.00052,0.00000,0.00005,0.00000,0.00000,0.00000,0.00000,0.00131,0.00001,0.00002,0.00000,0.00010,0.00001,0.00001,0.00000,0.00000,0.00001,0.00002,0.00049,0.00000,0.00007,0.00001,0.00277,0.00405,0.00002,0.00174,0.00024,0.00058,0.00001,0.00000,0.00014,0.00396,0.00024,0.01175,0.00043,0.00075,0.00043,0.00155,0.01574,0.01043,0.00075,0.00032,0.00032,0.00657,0.00244,,,,,,,,,,
102,subsp_longum_BBMN68_complete_genome,Bifidobacterium_longum_CP002286.1,0.00049,0.00014,0.00070,0.00040,0.00005,0.00009,0.00009,0.00083,0.00083,0.00046,0.00056,0.00043,0.00016,0.00006,0.00039,0.00034,0.00007,0.00031,0.00017,0.00088,0.00027,0.00093,0.00100,0.00007,0.00016,0.00005,0.00026,0.00140,0.00182,0.00084,0.00060,0.00026,0.00055,0.00160,0.00001,0.00001,0.00026,0.00012,0.00001,0.00089,0.00002,0.00004,0.00003,0.00000,0.00010,,,,,,,,,,
98,subsp_longum_KACC_91563_complete_genome,Bifidobacterium_longum_CP002794.1,0.00049,0.00017,0.00129,0.00036,0.00004,0.00006,0.00006,0.00130,0.00112,0.00089,0.00104,0.00060,0.00018,0.00018,0.00018,0.00016,0.00013,0.00024,0.00005,0.00120,0.00050,0.00032,0.00161,0.00018,0.00014,0.00023,0.00045,0.00087,0.00298,0.00112,0.00056,0.00028,0.00070,0.00078,0.00001,0.00000,0.00006,0.00014,0.00000,0.00043,0.00005,0.00004,0.00003,0.00000,0.00009,,,,,,,,,,
175,Sjm18-20_DNA_complete_genome,Oscillibacter_valericigenes_AP012044.1,0.00048,0.00015,0.00042,0.00043,0.00008,0.00006,0.00006,0.00005,0.00022,0.00066,0.00068,0.00039,0.00014,0.00007,0.00029,0.00008,0.00017,0.00015,0.00015,0.00019,0.00076,0.00038,0.00011,0.00017,0.00049,0.00051,0.00013,0.00004,0.00004,0.00009,0.00049,0.00033,0.00007,0.00030,0.00055,0.00033,0.00033,0.00028,0.00020,0.00001,0.00012,0.00017,0.00049,0.00007,0.00020,,,,,,,,,,
16,isolate_HS1_L_3_B_079_complete_genome,Bacteroides_dorei_CP008741.1,0.00043,0.00091,0.00133,0.00251,0.00316,0.00033,0.00033,0.00255,0.00196,0.00099,0.00091,0.00062,0.00175,0.00081,0.00280,0.00329,0.00162,0.00009,0.00462,0.00404,0.00265,0.00447,0.00637,0.00206,0.28781,0.09771,0.00280,0.00005,0.00809,0.00178,0.00059,0.00159,0.00642,0.00504,0.00449,0.03123,0.37096,0.14628,0.00438,0.00013,0.00779,0.00507,0.00574,0.00170,0.00399,,,,,,,,,,
69,chromosome_I_complete_genome,Ruminococcus_bicirculans_HF545616.1,0.00042,0.06337,0.01454,0.00590,0.00327,0.00887,0.00887,0.00155,0.06144,0.02481,0.01731,0.00045,0.04175,0.00330,0.00314,0.00375,0.00027,0.03898,0.03796,0.03537,0.00406,0.00034,0.00674,0.00229,0.02212,0.00188,0.00321,0.01056,0.01250,0.04731,0.00186,0.00124,0.00025,0.00008,0.00033,0.09946,0.00006,0.07517,0.00012,0.00650,0.00040,0.01485,0.00573,0.00020,0.01822,,,,,,,,,,
81,BGN4_complete_genome,Bifidobacterium_bifidum_CP001361.1,0.00042,0.00006,0.00012,0.00007,0.00007,0.00003,0.00003,0.00094,0.00272,0.00086,0.00072,0.00035,0.00004,0.00004,0.00013,0.00004,0.00045,0.00017,0.00041,0.00282,0.00031,0.00621,0.00004,0.00003,0.00002,0.00402,0.00270,0.00013,0.00007,0.00186,0.00251,0.00017,0.00302,0.00502,0.00012,0.00000,0.00012,0.00123,0.00001,0.00004,0.00002,0.00063,0.00005,0.00001,0.00011,,,,,,,,,,
39,CL03T12C01_complete_genome,Bacteroides_dorei_CP011531.1,0.00041,0.00105,0.00148,0.00305,0.00519,0.00033,0.00033,0.00316,0.00279,0.00122,0.00148,0.00022,0.00160,0.00057,0.00341,0.00494,0.00137,0.00011,0.00603,0.00288,0.00200,0.00394,0.00229,0.00181,0.01635,0.00620,0.00358,0.00108,0.00207,0.00146,0.00093,0.00172,0.00170,0.00420,0.00232,0.00194,0.02241,0.00969,0.00786,0.00051,0.00309,0.00318,0.00288,0.00612,0.00203,,,,,,,,,,
33,CFT073_complete_genome,Escherichia_coli_AE014075.1,0.00040,0.00000,0.00013,0.00000,0.00000,0.00000,0.00000,0.00004,0.00003,0.00000,0.00001,0.00006,0.00000,0.00024,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00004,0.00002,0.00264,0.00893,0.00016,0.00006,0.00002,0.00092,0.00005,0.00000,0.00046,0.00615,0.01321,0.00022,0.00047,0.00167,0.05607,0.00235,0.00115,0.02170,0.00387,0.00017,0.00102,0.01049,0.01293,,,,,,,,,,
6,DSM_2243_complete_genome,Eggerthella_lenta_CP001726.1,0.00037,0.00008,0.00017,0.00063,0.00024,0.00015,0.00015,0.00073,0.00116,0.00048,0.00039,0.00027,0.00006,0.00006,0.00064,0.00017,0.00050,0.00082,0.00567,0.00062,0.00028,0.00353,0.04777,0.00132,0.00684,0.01839,0.00092,0.01331,0.01323,0.00285,0.00107,0.00054,0.00252,0.00575,0.00315,0.00153,0.00503,0.00116,0.02188,0.02654,0.07218,0.01070,0.00013,0.00085,0.11672,,,,,,,,,,
3,DSM_18170_complete_genome,Bacteroides_salanitronis_CP002530.1,0.00037,0.00012,0.00012,0.00137,0.00081,0.00012,0.00012,0.00009,0.00035,0.00381,0.00470,0.00063,0.00033,0.00005,0.00214,0.00141,0.00438,0.00007,0.00028,0.00030,0.00332,0.00290,0.00017,0.00015,0.00120,0.00057,0.00081,0.00013,0.00158,0.00030,0.00169,0.00050,0.00017,0.00416,0.00023,0.00025,0.00156,0.00082,0.00056,0.00006,0.00108,0.00062,0.00001,0.00037,0.00032,,,,,,,,,,
93,RyC-MR95_complete_genome,Acidaminococcus_intestini_CP003058.1,0.00037,0.00123,0.00019,0.00016,0.00009,0.00002,0.00002,0.00002,0.00018,0.00047,0.00048,0.00097,0.00089,0.00004,0.00020,0.00005,0.00032,0.00008,0.00006,0.00006,0.00070,0.00017,0.00003,0.00009,0.00006,0.00005,0.04622,0.00021,0.00002,0.00005,0.00013,0.00053,0.00006,0.00019,0.00033,0.00014,0.00002,0.00003,0.01694,0.00007,0.00004,0.00003,0.00002,0.00005,0.00008,,,,,,,,,,
99,70/3_draft_genome,Eubacterium_siraeum_FP929044.1,0.00036,0.00386,0.00451,0.00344,0.00374,0.00074,0.00074,0.00054,0.00348,0.00475,0.00392,0.00044,0.00380,0.00124,0.00375,0.00246,0.04342,0.00290,0.00152,0.00178,0.06397,0.00183,0.00012,0.00339,0.00016,0.00178,0.00428,0.00012,0.00020,0.00178,0.00467,0.00281,0.00079,0.00088,0.00038,0.00209,0.00004,0.00605,0.00219,0.00003,0.01802,0.00810,0.00028,0.00129,0.00329,,,,,,,,,,
30,UMNK88_complete_genome,Escherichia_coli_CP002729.1,0.00036,0.00000,0.00000,0.00000,0.00000,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00042,0.00001,0.00023,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00002,0.00008,0.00935,0.00047,0.00000,0.00000,0.00000,0.00021,0.00001,0.00000,0.00015,0.00060,0.00002,0.00002,0.00104,0.00010,0.00021,0.00018,0.00007,0.00100,0.00165,0.00184,0.00030,0.00102,0.00067,,,,,,,,,,
71,Aus0004_complete_genome,Enterococcus_faecium_CP003351.1,0.00035,0.00009,0.00017,0.00009,0.00001,0.00004,0.00004,0.00006,0.00022,0.00005,0.00005,0.00004,0.00016,0.00008,0.00008,0.00001,0.00004,0.00044,0.00011,0.00016,0.00011,0.00031,0.00008,0.00003,0.00001,0.00049,0.00007,0.00005,0.00050,0.00006,0.00002,0.00004,0.00001,0.00017,0.00134,0.00009,0.00000,0.00002,0.00005,0.00002,0.00011,0.00008,0.00000,0.00000,0.00001,,,,,,,,,,
